reviewText,overall,product,sentiment,reviewTime,cleaned_text,processed_text,vader_compound,vader_pos,vader_neg,vader_neu,afinn_score,label
"Waste of money, does not work as described at all The customer service is terrible.",1,keyboard,negative,2023-10-22,waste of money does not work as described at all the customer service is terrible,waste money not work described customer service terrible,-0.7096,0.0,0.312,0.688,-7.0,0
"Outstanding quality and performance, very satisfied with this purchase The screen quality is excellent.",5,charger,positive,2022-09-16,outstanding quality and performance very satisfied with this purchase the screen quality is excellent,outstanding quality performance satisfied purchase screen quality excellent,0.8955,0.495,0.0,0.505,14.0,2
"Broke after one week, very frustrating and disappointing experience The price is terrible.",1,monitor,negative,2022-03-17,broke after one week very frustrating and disappointing experience the price is terrible,broke one week frustrating disappointing experience price terrible,-0.911,0.0,0.582,0.418,-8.0,0
"Best purchase I have made this year, highly recommend to everyone The battery life is excellent.",5,monitor,positive,2022-09-26,best purchase i have made this year highly recommend to everyone the battery life is excellent,best purchase made year highly recommend everyone battery life excellent,0.8932,0.451,0.0,0.549,8.0,2
Super fast shipping and the product works exactly as advertised The battery life is excellent.,5,keyboard,positive,2021-09-03,super fast shipping and the product works exactly as advertised the battery life is excellent,super fast shipping product work exactly advertised battery life excellent,0.8225,0.369,0.0,0.631,6.0,2
"Very disappointed with the quality, feels cheap and breaks easily The battery life is terrible.",2,smartphone,negative,2022-04-03,very disappointed with the quality feels cheap and breaks easily the battery life is terrible,disappointed quality feel cheap break easily battery life terrible,-0.624,0.115,0.311,0.574,-3.0,0
"Terrible product, stopped working after just two days of use The screen quality is terrible.",2,speaker,negative,2021-02-08,terrible product stopped working after just two days of use the screen quality is terrible,terrible product stopped working two day use screen quality terrible,-0.7964,0.0,0.403,0.597,-5.0,0
"Outstanding quality and performance, very satisfied with this purchase The build quality is excellent.",5,laptop,positive,2022-09-25,outstanding quality and performance very satisfied with this purchase the build quality is excellent,outstanding quality performance satisfied purchase build quality excellent,0.8955,0.495,0.0,0.505,14.0,2
"Excellent build quality, fast delivery and works as described The delivery is excellent.",4,speaker,positive,2022-03-20,excellent build quality fast delivery and works as described the delivery is excellent,excellent build quality fast delivery work described delivery excellent,0.8126,0.402,0.0,0.598,8.0,2
"Broke after one week, very frustrating and disappointing experience The customer service is terrible.",2,smartphone,negative,2023-01-03,broke after one week very frustrating and disappointing experience the customer service is terrible,broke one week frustrating disappointing experience customer service terrible,-0.911,0.0,0.557,0.443,-8.0,0
"Very disappointed with the quality, feels cheap and breaks easily The design is terrible.",2,smartphone,negative,2020-10-13,very disappointed with the quality feels cheap and breaks easily the design is terrible,disappointed quality feel cheap break easily design terrible,-0.624,0.121,0.326,0.553,-3.0,0
"Stopped working immediately, complete waste of money and time The battery life is terrible.",2,tablet,negative,2020-08-14,stopped working immediately complete waste of money and time the battery life is terrible,stopped working immediately complete waste money time battery life terrible,-0.7783,0.0,0.415,0.585,-5.0,0
"Best purchase I have made this year, highly recommend to everyone The battery life is excellent.",4,mouse,positive,2022-05-12,best purchase i have made this year highly recommend to everyone the battery life is excellent,best purchase made year highly recommend everyone battery life excellent,0.8932,0.451,0.0,0.549,8.0,2
"Acceptable quality, arrived on time and packaging was adequate The battery life is average.",3,smartphone,neutral,2023-09-26,acceptable quality arrived on time and packaging was adequate the battery life is average,acceptable quality arrived time packaging adequate battery life average,0.4939,0.259,0.0,0.741,4.0,1
"Perfect product, exactly what I needed and arrived quickly The delivery is excellent.",4,mouse,positive,2022-09-28,perfect product exactly what i needed and arrived quickly the delivery is excellent,perfect product exactly needed arrived quickly delivery excellent,0.8126,0.402,0.0,0.598,6.0,2
"Mediocre product, expected better quality for the price paid The build quality is average.",3,keyboard,neutral,2022-03-29,mediocre product expected better quality for the price paid the build quality is average,mediocre product expected better quality price paid build quality average,0.4404,0.182,0.0,0.818,6.0,1
"Works as described, not amazing but not terrible either The build quality is average.",3,laptop,neutral,2020-08-08,works as described not amazing but not terrible either the build quality is average,work described not amazing not terrible either build quality average,0.3171,0.192,0.117,0.691,3.0,1
"Excellent build quality, fast delivery and works as described The build quality is excellent.",5,camera,positive,2020-01-28,excellent build quality fast delivery and works as described the build quality is excellent,excellent build quality fast delivery work described build quality excellent,0.8126,0.381,0.0,0.619,10.0,2
"Its fine, does what it says but there are better options available The battery life is average.",3,keyboard,neutral,2022-05-29,its fine does what it says but there are better options available the battery life is average,fine say better option available battery life average,0.6428,0.259,0.0,0.741,4.0,1
"Product is okay, nothing special but does the job adequately The performance is average.",3,speaker,neutral,2021-08-15,product is okay nothing special but does the job adequately the performance is average,product okay nothing special job adequately performance average,-0.0462,0.096,0.108,0.796,0.0,1
"Horrible product, nothing like the description or photos shown The screen quality is terrible.",2,tablet,negative,2023-06-18,horrible product nothing like the description or photos shown the screen quality is terrible,horrible product nothing like description photo shown screen quality terrible,-0.8276,0.0,0.442,0.558,-2.0,0
"Outstanding quality and performance, very satisfied with this purchase The build quality is excellent.",4,charger,positive,2020-08-23,outstanding quality and performance very satisfied with this purchase the build quality is excellent,outstanding quality performance satisfied purchase build quality excellent,0.8955,0.495,0.0,0.505,14.0,2
"Poor quality and bad customer service, would not recommend The performance is terrible.",1,speaker,negative,2023-12-17,poor quality and bad customer service would not recommend the performance is terrible,poor quality bad customer service would not recommend performance terrible,-0.8959,0.0,0.568,0.432,-4.0,0
"Outstanding quality and performance, very satisfied with this purchase The build quality is excellent.",4,monitor,positive,2023-07-12,outstanding quality and performance very satisfied with this purchase the build quality is excellent,outstanding quality performance satisfied purchase build quality excellent,0.8955,0.495,0.0,0.505,14.0,2
"Decent product for the price, some minor issues but overall acceptable The price is average.",3,laptop,neutral,2020-09-27,decent product for the price some minor issues but overall acceptable the price is average,decent product price minor issue overall acceptable price average,0.4497,0.174,0.0,0.826,1.0,1
"Terrible product, stopped working after just two days of use The delivery is terrible.",1,smartphone,negative,2022-05-23,terrible product stopped working after just two days of use the delivery is terrible,terrible product stopped working two day use delivery terrible,-0.7964,0.0,0.424,0.576,-7.0,0
"Incredible product, works flawlessly and looks great too The price is excellent.",4,headphones,positive,2022-02-17,incredible product works flawlessly and looks great too the price is excellent,incredible product work flawlessly look great price excellent,0.8709,0.523,0.0,0.477,8.0,2
"Very bad quality, returned it immediately after opening the box The delivery is terrible.",1,tablet,negative,2021-11-19,very bad quality returned it immediately after opening the box the delivery is terrible,bad quality returned immediately opening box delivery terrible,-0.7841,0.0,0.365,0.635,-4.0,0
"Horrible product, nothing like the description or photos shown The battery life is terrible.",2,headphones,negative,2021-09-15,horrible product nothing like the description or photos shown the battery life is terrible,horrible product nothing like description photo shown battery life terrible,-0.8276,0.0,0.442,0.558,-4.0,0
"Best purchase I have made this year, highly recommend to everyone The customer service is excellent.",5,keyboard,positive,2023-12-28,best purchase i have made this year highly recommend to everyone the customer service is excellent,best purchase made year highly recommend everyone customer service excellent,0.8932,0.451,0.0,0.549,8.0,2
"Poor quality and bad customer service, would not recommend The customer service is terrible.",1,smartphone,negative,2020-03-24,poor quality and bad customer service would not recommend the customer service is terrible,poor quality bad customer service would not recommend customer service terrible,-0.8959,0.0,0.541,0.459,-4.0,0
"This product is absolutely amazing, works perfectly and exceeded my expectations The customer service is excellent.",4,charger,positive,2022-08-24,this product is absolutely amazing works perfectly and exceeded my expectations the customer service is excellent,product absolutely amazing work perfectly exceeded expectation customer service excellent,0.9225,0.485,0.0,0.515,10.0,2
"Disappointing purchase, arrived damaged and customer support unhelpful The screen quality is terrible.",2,smartphone,negative,2021-05-31,disappointing purchase arrived damaged and customer support unhelpful the screen quality is terrible,disappointing purchase arrived damaged customer support unhelpful screen quality terrible,-0.7579,0.129,0.44,0.431,-4.0,0
"Not worth the price, cheap materials and poor construction overall The customer service is terrible.",2,laptop,negative,2020-07-17,not worth the price cheap materials and poor construction overall the customer service is terrible,not worth price cheap material poor construction overall customer service terrible,-0.7824,0.0,0.396,0.604,-3.0,0
"Product is okay, nothing special but does the job adequately The build quality is average.",3,keyboard,neutral,2022-01-08,product is okay nothing special but does the job adequately the build quality is average,product okay nothing special job adequately build quality average,-0.0462,0.09,0.101,0.809,2.0,1
"Acceptable quality, arrived on time and packaging was adequate The customer service is average.",3,tablet,neutral,2023-08-24,acceptable quality arrived on time and packaging was adequate the customer service is average,acceptable quality arrived time packaging adequate customer service average,0.4939,0.259,0.0,0.741,4.0,1
"Poor quality and bad customer service, would not recommend The performance is terrible.",1,laptop,negative,2020-09-24,poor quality and bad customer service would not recommend the performance is terrible,poor quality bad customer service would not recommend performance terrible,-0.8959,0.0,0.568,0.432,-4.0,0
"Average experience, product works but has some limitations The screen quality is average.",3,headphones,neutral,2023-04-16,average experience product works but has some limitations the screen quality is average,average experience product work limitation screen quality average,0.0,0.0,0.0,1.0,2.0,1
"Its fine, does what it says but there are better options available The price is average.",3,speaker,neutral,2020-07-21,its fine does what it says but there are better options available the price is average,fine say better option available price average,0.6428,0.273,0.0,0.727,4.0,1
"Outstanding quality and performance, very satisfied with this purchase The customer service is excellent.",5,speaker,positive,2021-02-17,outstanding quality and performance very satisfied with this purchase the customer service is excellent,outstanding quality performance satisfied purchase customer service excellent,0.8955,0.495,0.0,0.505,12.0,2
"Decent product for the price, some minor issues but overall acceptable The battery life is average.",3,smartphone,neutral,2021-01-27,decent product for the price some minor issues but overall acceptable the battery life is average,decent product price minor issue overall acceptable battery life average,0.4497,0.164,0.0,0.836,1.0,1
"Very bad quality, returned it immediately after opening the box The delivery is terrible.",2,keyboard,negative,2022-07-07,very bad quality returned it immediately after opening the box the delivery is terrible,bad quality returned immediately opening box delivery terrible,-0.7841,0.0,0.365,0.635,-4.0,0
"Average quality, works as expected nothing more nothing less The performance is average.",3,laptop,neutral,2022-09-15,average quality works as expected nothing more nothing less the performance is average,average quality work expected nothing nothing less performance average,0.0,0.0,0.0,1.0,2.0,1
"Very bad quality, returned it immediately after opening the box The battery life is terrible.",1,monitor,negative,2021-07-15,very bad quality returned it immediately after opening the box the battery life is terrible,bad quality returned immediately opening box battery life terrible,-0.7841,0.0,0.347,0.653,-4.0,0
"Decent product for the price, some minor issues but overall acceptable The delivery is average.",3,headphones,neutral,2023-03-05,decent product for the price some minor issues but overall acceptable the delivery is average,decent product price minor issue overall acceptable delivery average,0.4497,0.174,0.0,0.826,1.0,1
"Love this product, it works great and the quality is outstanding The performance is excellent.",5,camera,positive,2022-11-17,love this product it works great and the quality is outstanding the performance is excellent,love product work great quality outstanding performance excellent,0.9517,0.593,0.0,0.407,16.0,2
"Excellent build quality, fast delivery and works as described The design is excellent.",5,camera,positive,2022-03-10,excellent build quality fast delivery and works as described the design is excellent,excellent build quality fast delivery work described design excellent,0.8126,0.402,0.0,0.598,8.0,2
"Disappointing purchase, arrived damaged and customer support unhelpful The delivery is terrible.",1,smartphone,negative,2020-01-08,disappointing purchase arrived damaged and customer support unhelpful the delivery is terrible,disappointing purchase arrived damaged customer support unhelpful delivery terrible,-0.7579,0.136,0.462,0.402,-6.0,0
"Incredible product, works flawlessly and looks great too The price is excellent.",4,camera,positive,2022-07-21,incredible product works flawlessly and looks great too the price is excellent,incredible product work flawlessly look great price excellent,0.8709,0.523,0.0,0.477,8.0,2
"Its okay, has some good points and some bad points overall The delivery is average.",3,charger,neutral,2021-03-27,its okay has some good points and some bad points overall the delivery is average,okay good point bad point overall delivery average,0.0772,0.236,0.172,0.591,0.0,1
"Broke after one week, very frustrating and disappointing experience The screen quality is terrible.",1,tablet,negative,2020-04-03,broke after one week very frustrating and disappointing experience the screen quality is terrible,broke one week frustrating disappointing experience screen quality terrible,-0.911,0.0,0.557,0.443,-6.0,0
"Its fine, does what it says but there are better options available The delivery is average.",3,headphones,neutral,2023-08-02,its fine does what it says but there are better options available the delivery is average,fine say better option available delivery average,0.6428,0.273,0.0,0.727,4.0,1
"Best purchase I have made this year, highly recommend to everyone The build quality is excellent.",5,headphones,positive,2023-08-08,best purchase i have made this year highly recommend to everyone the build quality is excellent,best purchase made year highly recommend everyone build quality excellent,0.8932,0.451,0.0,0.549,10.0,2
"Love this product, it works great and the quality is outstanding The screen quality is excellent.",4,keyboard,positive,2023-07-19,love this product it works great and the quality is outstanding the screen quality is excellent,love product work great quality outstanding screen quality excellent,0.9517,0.571,0.0,0.429,18.0,2
"Acceptable quality, arrived on time and packaging was adequate The customer service is average.",3,laptop,neutral,2023-12-15,acceptable quality arrived on time and packaging was adequate the customer service is average,acceptable quality arrived time packaging adequate customer service average,0.4939,0.259,0.0,0.741,4.0,1
"Neither good nor bad, average product with average performance The build quality is average.",3,mouse,neutral,2023-06-06,neither good nor bad average product with average performance the build quality is average,neither good nor bad average product average performance build quality average,-0.5824,0.0,0.285,0.715,2.0,1
"Not worth the price, cheap materials and poor construction overall The battery life is terrible.",1,keyboard,negative,2021-03-25,not worth the price cheap materials and poor construction overall the battery life is terrible,not worth price cheap material poor construction overall battery life terrible,-0.7824,0.0,0.396,0.604,-3.0,0
"Neither good nor bad, average product with average performance The build quality is average.",3,charger,neutral,2020-02-02,neither good nor bad average product with average performance the build quality is average,neither good nor bad average product average performance build quality average,-0.5824,0.0,0.285,0.715,2.0,1
"Average experience, product works but has some limitations The screen quality is average.",3,mouse,neutral,2023-09-01,average experience product works but has some limitations the screen quality is average,average experience product work limitation screen quality average,0.0,0.0,0.0,1.0,2.0,1
"Disappointing purchase, arrived damaged and customer support unhelpful The price is terrible.",2,tablet,negative,2021-10-26,disappointing purchase arrived damaged and customer support unhelpful the price is terrible,disappointing purchase arrived damaged customer support unhelpful price terrible,-0.7579,0.136,0.462,0.402,-6.0,0
"Poor quality and bad customer service, would not recommend The performance is terrible.",1,speaker,negative,2021-04-19,poor quality and bad customer service would not recommend the performance is terrible,poor quality bad customer service would not recommend performance terrible,-0.8959,0.0,0.568,0.432,-4.0,0
"Works as described, not amazing but not terrible either The customer service is average.",3,smartphone,neutral,2022-09-08,works as described not amazing but not terrible either the customer service is average,work described not amazing not terrible either customer service average,0.3171,0.192,0.117,0.691,1.0,1
"Perfect product, exactly what I needed and arrived quickly The build quality is excellent.",5,smartphone,positive,2020-12-26,perfect product exactly what i needed and arrived quickly the build quality is excellent,perfect product exactly needed arrived quickly build quality excellent,0.8126,0.381,0.0,0.619,8.0,2
"Incredible product, works flawlessly and looks great too The design is excellent.",4,charger,positive,2020-02-13,incredible product works flawlessly and looks great too the design is excellent,incredible product work flawlessly look great design excellent,0.8709,0.523,0.0,0.477,8.0,2
"Waste of money, does not work as described at all The build quality is terrible.",2,monitor,negative,2021-01-19,waste of money does not work as described at all the build quality is terrible,waste money not work described build quality terrible,-0.7096,0.0,0.312,0.688,-5.0,0
"Excellent build quality, fast delivery and works as described The screen quality is excellent.",5,tablet,positive,2022-07-20,excellent build quality fast delivery and works as described the screen quality is excellent,excellent build quality fast delivery work described screen quality excellent,0.8126,0.381,0.0,0.619,10.0,2
"Works as described, not amazing but not terrible either The screen quality is average.",3,camera,neutral,2020-10-08,works as described not amazing but not terrible either the screen quality is average,work described not amazing not terrible either screen quality average,0.3171,0.192,0.117,0.691,3.0,1
"Product is okay, nothing special but does the job adequately The screen quality is average.",3,mouse,neutral,2022-02-25,product is okay nothing special but does the job adequately the screen quality is average,product okay nothing special job adequately screen quality average,-0.0462,0.09,0.101,0.809,2.0,1
"Great quality for the price, very happy with my purchase The battery life is excellent.",4,smartphone,positive,2021-05-23,great quality for the price very happy with my purchase the battery life is excellent,great quality price happy purchase battery life excellent,0.9152,0.496,0.0,0.504,11.0,2
"Best purchase I have made this year, highly recommend to everyone The build quality is excellent.",4,headphones,positive,2020-08-05,best purchase i have made this year highly recommend to everyone the build quality is excellent,best purchase made year highly recommend everyone build quality excellent,0.8932,0.451,0.0,0.549,10.0,2
"Acceptable quality, arrived on time and packaging was adequate The screen quality is average.",3,tablet,neutral,2020-10-12,acceptable quality arrived on time and packaging was adequate the screen quality is average,acceptable quality arrived time packaging adequate screen quality average,0.4939,0.259,0.0,0.741,6.0,1
"Disappointing purchase, arrived damaged and customer support unhelpful The design is terrible.",1,charger,negative,2021-11-10,disappointing purchase arrived damaged and customer support unhelpful the design is terrible,disappointing purchase arrived damaged customer support unhelpful design terrible,-0.7579,0.136,0.462,0.402,-6.0,0
"Waste of money, does not work as described at all The price is terrible.",1,camera,negative,2023-11-18,waste of money does not work as described at all the price is terrible,waste money not work described price terrible,-0.7096,0.0,0.33,0.67,-7.0,0
"Very bad quality, returned it immediately after opening the box The screen quality is terrible.",1,headphones,negative,2020-07-29,very bad quality returned it immediately after opening the box the screen quality is terrible,bad quality returned immediately opening box screen quality terrible,-0.7841,0.0,0.347,0.653,-2.0,0
"Neither good nor bad, average product with average performance The screen quality is average.",3,camera,neutral,2022-04-30,neither good nor bad average product with average performance the screen quality is average,neither good nor bad average product average performance screen quality average,-0.5824,0.0,0.285,0.715,2.0,1
"This product is absolutely amazing, works perfectly and exceeded my expectations The price is excellent.",4,tablet,positive,2022-05-24,this product is absolutely amazing works perfectly and exceeded my expectations the price is excellent,product absolutely amazing work perfectly exceeded expectation price excellent,0.9225,0.505,0.0,0.495,10.0,2
"Waste of money, does not work as described at all The customer service is terrible.",2,tablet,negative,2023-11-02,waste of money does not work as described at all the customer service is terrible,waste money not work described customer service terrible,-0.7096,0.0,0.312,0.688,-7.0,0
"Very disappointed with the quality, feels cheap and breaks easily The design is terrible.",1,laptop,negative,2021-04-04,very disappointed with the quality feels cheap and breaks easily the design is terrible,disappointed quality feel cheap break easily design terrible,-0.624,0.121,0.326,0.553,-3.0,0
"Best purchase I have made this year, highly recommend to everyone The customer service is excellent.",4,monitor,positive,2021-11-14,best purchase i have made this year highly recommend to everyone the customer service is excellent,best purchase made year highly recommend everyone customer service excellent,0.8932,0.451,0.0,0.549,8.0,2
Super fast shipping and the product works exactly as advertised The screen quality is excellent.,4,monitor,positive,2020-11-05,super fast shipping and the product works exactly as advertised the screen quality is excellent,super fast shipping product work exactly advertised screen quality excellent,0.8225,0.369,0.0,0.631,8.0,2
"Amazing value for money, will definitely buy again from this seller The customer service is excellent.",4,mouse,positive,2020-11-03,amazing value for money will definitely buy again from this seller the customer service is excellent,amazing value money definitely buy seller customer service excellent,0.9118,0.512,0.0,0.488,7.0,2
"Neither good nor bad, average product with average performance The delivery is average.",3,keyboard,neutral,2020-07-31,neither good nor bad average product with average performance the delivery is average,neither good nor bad average product average performance delivery average,-0.5824,0.0,0.303,0.697,0.0,1
"Horrible product, nothing like the description or photos shown The customer service is terrible.",2,laptop,negative,2020-01-05,horrible product nothing like the description or photos shown the customer service is terrible,horrible product nothing like description photo shown customer service terrible,-0.8276,0.0,0.442,0.558,-4.0,0
"Excellent build quality, fast delivery and works as described The customer service is excellent.",4,mouse,positive,2022-07-03,excellent build quality fast delivery and works as described the customer service is excellent,excellent build quality fast delivery work described customer service excellent,0.8126,0.381,0.0,0.619,8.0,2
"Mediocre product, expected better quality for the price paid The screen quality is average.",3,laptop,neutral,2023-03-29,mediocre product expected better quality for the price paid the screen quality is average,mediocre product expected better quality price paid screen quality average,0.4404,0.182,0.0,0.818,6.0,1
"Broke after one week, very frustrating and disappointing experience The build quality is terrible.",1,keyboard,negative,2020-09-18,broke after one week very frustrating and disappointing experience the build quality is terrible,broke one week frustrating disappointing experience build quality terrible,-0.911,0.0,0.557,0.443,-6.0,0
"Amazing value for money, will definitely buy again from this seller The customer service is excellent.",5,speaker,positive,2022-05-18,amazing value for money will definitely buy again from this seller the customer service is excellent,amazing value money definitely buy seller customer service excellent,0.9118,0.512,0.0,0.488,7.0,2
"Stopped working immediately, complete waste of money and time The customer service is terrible.",1,tablet,negative,2022-02-23,stopped working immediately complete waste of money and time the customer service is terrible,stopped working immediately complete waste money time customer service terrible,-0.7783,0.0,0.415,0.585,-5.0,0
"Very bad quality, returned it immediately after opening the box The design is terrible.",2,camera,negative,2023-01-03,very bad quality returned it immediately after opening the box the design is terrible,bad quality returned immediately opening box design terrible,-0.7841,0.0,0.365,0.635,-4.0,0
"Amazing value for money, will definitely buy again from this seller The screen quality is excellent.",5,camera,positive,2023-03-29,amazing value for money will definitely buy again from this seller the screen quality is excellent,amazing value money definitely buy seller screen quality excellent,0.9118,0.512,0.0,0.488,9.0,2
"Its fine, does what it says but there are better options available The screen quality is average.",3,tablet,neutral,2022-01-10,its fine does what it says but there are better options available the screen quality is average,fine say better option available screen quality average,0.6428,0.259,0.0,0.741,6.0,1
"Love this product, it works great and the quality is outstanding The battery life is excellent.",5,camera,positive,2022-08-28,love this product it works great and the quality is outstanding the battery life is excellent,love product work great quality outstanding battery life excellent,0.9517,0.571,0.0,0.429,16.0,2
"Great quality for the price, very happy with my purchase The battery life is excellent.",5,keyboard,positive,2020-10-12,great quality for the price very happy with my purchase the battery life is excellent,great quality price happy purchase battery life excellent,0.9152,0.496,0.0,0.504,11.0,2
"Horrible product, nothing like the description or photos shown The build quality is terrible.",2,tablet,negative,2021-03-07,horrible product nothing like the description or photos shown the build quality is terrible,horrible product nothing like description photo shown build quality terrible,-0.8276,0.0,0.442,0.558,-2.0,0
"This product is absolutely amazing, works perfectly and exceeded my expectations The build quality is excellent.",4,smartphone,positive,2022-02-12,this product is absolutely amazing works perfectly and exceeded my expectations the build quality is excellent,product absolutely amazing work perfectly exceeded expectation build quality excellent,0.9225,0.485,0.0,0.515,12.0,2
"Product is okay, nothing special but does the job adequately The performance is average.",3,keyboard,neutral,2020-04-20,product is okay nothing special but does the job adequately the performance is average,product okay nothing special job adequately performance average,-0.0462,0.096,0.108,0.796,0.0,1
"Average quality, works as expected nothing more nothing less The screen quality is average.",3,speaker,neutral,2023-05-01,average quality works as expected nothing more nothing less the screen quality is average,average quality work expected nothing nothing less screen quality average,0.0,0.0,0.0,1.0,4.0,1
"This product is absolutely amazing, works perfectly and exceeded my expectations The build quality is excellent.",5,smartphone,positive,2020-06-10,this product is absolutely amazing works perfectly and exceeded my expectations the build quality is excellent,product absolutely amazing work perfectly exceeded expectation build quality excellent,0.9225,0.485,0.0,0.515,12.0,2
"Great quality for the price, very happy with my purchase The battery life is excellent.",5,smartphone,positive,2021-01-08,great quality for the price very happy with my purchase the battery life is excellent,great quality price happy purchase battery life excellent,0.9152,0.496,0.0,0.504,11.0,2
"Waste of money, does not work as described at all The delivery is terrible.",2,mouse,negative,2021-11-21,waste of money does not work as described at all the delivery is terrible,waste money not work described delivery terrible,-0.7096,0.0,0.33,0.67,-7.0,0
"Terrible product, stopped working after just two days of use The delivery is terrible.",1,smartphone,negative,2020-05-02,terrible product stopped working after just two days of use the delivery is terrible,terrible product stopped working two day use delivery terrible,-0.7964,0.0,0.424,0.576,-7.0,0
"Product is okay, nothing special but does the job adequately The build quality is average.",3,camera,neutral,2020-11-24,product is okay nothing special but does the job adequately the build quality is average,product okay nothing special job adequately build quality average,-0.0462,0.09,0.101,0.809,2.0,1
"Amazing value for money, will definitely buy again from this seller The performance is excellent.",5,camera,positive,2023-12-27,amazing value for money will definitely buy again from this seller the performance is excellent,amazing value money definitely buy seller performance excellent,0.9118,0.534,0.0,0.466,7.0,2
"Disappointing purchase, arrived damaged and customer support unhelpful The delivery is terrible.",1,mouse,negative,2020-11-17,disappointing purchase arrived damaged and customer support unhelpful the delivery is terrible,disappointing purchase arrived damaged customer support unhelpful delivery terrible,-0.7579,0.136,0.462,0.402,-6.0,0
"Very disappointed with the quality, feels cheap and breaks easily The performance is terrible.",1,tablet,negative,2022-03-31,very disappointed with the quality feels cheap and breaks easily the performance is terrible,disappointed quality feel cheap break easily performance terrible,-0.624,0.121,0.326,0.553,-3.0,0
"Product is okay, nothing special but does the job adequately The price is average.",3,mouse,neutral,2021-01-11,product is okay nothing special but does the job adequately the price is average,product okay nothing special job adequately price average,-0.0462,0.096,0.108,0.796,0.0,1
"Its okay, has some good points and some bad points overall The screen quality is average.",3,speaker,neutral,2022-09-04,its okay has some good points and some bad points overall the screen quality is average,okay good point bad point overall screen quality average,0.0772,0.225,0.164,0.61,2.0,1
"Stopped working immediately, complete waste of money and time The performance is terrible.",1,headphones,negative,2022-01-30,stopped working immediately complete waste of money and time the performance is terrible,stopped working immediately complete waste money time performance terrible,-0.7783,0.0,0.438,0.562,-5.0,0
"Works as described, not amazing but not terrible either The price is average.",3,charger,neutral,2020-08-10,works as described not amazing but not terrible either the price is average,work described not amazing not terrible either price average,0.3171,0.204,0.124,0.672,1.0,1
"Great quality for the price, very happy with my purchase The customer service is excellent.",5,headphones,positive,2021-05-05,great quality for the price very happy with my purchase the customer service is excellent,great quality price happy purchase customer service excellent,0.9152,0.496,0.0,0.504,11.0,2
"Waste of money, does not work as described at all The screen quality is terrible.",1,tablet,negative,2023-05-07,waste of money does not work as described at all the screen quality is terrible,waste money not work described screen quality terrible,-0.7096,0.0,0.312,0.688,-5.0,0
"Best purchase I have made this year, highly recommend to everyone The price is excellent.",4,headphones,positive,2021-05-07,best purchase i have made this year highly recommend to everyone the price is excellent,best purchase made year highly recommend everyone price excellent,0.8932,0.471,0.0,0.529,8.0,2
"Very disappointed with the quality, feels cheap and breaks easily The battery life is terrible.",2,headphones,negative,2020-04-08,very disappointed with the quality feels cheap and breaks easily the battery life is terrible,disappointed quality feel cheap break easily battery life terrible,-0.624,0.115,0.311,0.574,-3.0,0
"Very disappointed with the quality, feels cheap and breaks easily The delivery is terrible.",1,keyboard,negative,2021-08-01,very disappointed with the quality feels cheap and breaks easily the delivery is terrible,disappointed quality feel cheap break easily delivery terrible,-0.624,0.121,0.326,0.553,-3.0,0
"Very bad quality, returned it immediately after opening the box The price is terrible.",2,mouse,negative,2021-12-29,very bad quality returned it immediately after opening the box the price is terrible,bad quality returned immediately opening box price terrible,-0.7841,0.0,0.365,0.635,-4.0,0
"Great quality for the price, very happy with my purchase The customer service is excellent.",5,camera,positive,2020-07-25,great quality for the price very happy with my purchase the customer service is excellent,great quality price happy purchase customer service excellent,0.9152,0.496,0.0,0.504,11.0,2
"Decent product for the price, some minor issues but overall acceptable The battery life is average.",3,monitor,neutral,2022-02-21,decent product for the price some minor issues but overall acceptable the battery life is average,decent product price minor issue overall acceptable battery life average,0.4497,0.164,0.0,0.836,1.0,1
"Disappointing purchase, arrived damaged and customer support unhelpful The battery life is terrible.",2,smartphone,negative,2020-11-06,disappointing purchase arrived damaged and customer support unhelpful the battery life is terrible,disappointing purchase arrived damaged customer support unhelpful battery life terrible,-0.7579,0.129,0.44,0.431,-6.0,0
"Mediocre product, expected better quality for the price paid The screen quality is average.",3,laptop,neutral,2021-04-19,mediocre product expected better quality for the price paid the screen quality is average,mediocre product expected better quality price paid screen quality average,0.4404,0.182,0.0,0.818,6.0,1
"Excellent build quality, fast delivery and works as described The build quality is excellent.",5,speaker,positive,2020-09-25,excellent build quality fast delivery and works as described the build quality is excellent,excellent build quality fast delivery work described build quality excellent,0.8126,0.381,0.0,0.619,10.0,2
"Broke after one week, very frustrating and disappointing experience The customer service is terrible.",2,headphones,negative,2023-12-30,broke after one week very frustrating and disappointing experience the customer service is terrible,broke one week frustrating disappointing experience customer service terrible,-0.911,0.0,0.557,0.443,-8.0,0
"Works as described, not amazing but not terrible either The price is average.",3,tablet,neutral,2023-06-04,works as described not amazing but not terrible either the price is average,work described not amazing not terrible either price average,0.3171,0.204,0.124,0.672,1.0,1
"Average quality, works as expected nothing more nothing less The build quality is average.",3,monitor,neutral,2023-07-09,average quality works as expected nothing more nothing less the build quality is average,average quality work expected nothing nothing less build quality average,0.0,0.0,0.0,1.0,4.0,1
"Very disappointed with the quality, feels cheap and breaks easily The battery life is terrible.",1,charger,negative,2023-01-25,very disappointed with the quality feels cheap and breaks easily the battery life is terrible,disappointed quality feel cheap break easily battery life terrible,-0.624,0.115,0.311,0.574,-3.0,0
